,CCCT,CVCT,V37_419,V38_419,V37_41,V38_41,Temperature,peak_v_arr1,peak_IC_arr1,peak_v_arr2,peak_IC_arr2,peak_v_arr3,peak_IC_arr3
148,1591.4,9160.8,1508.8,1494.3999999999999,990.8,976.4,25.5473433758295,4.047150461267877,31.20773029136479,4.047150461267877,31.20773029136479,4.047150461267877,31.20773029136479
149,1757.4,8960.0,1681.3,1661.0,1174.9,1154.6000000000001,25.858105200686058,4.038331294930561,30.483219777388257,4.038331294930561,30.483219777388257,4.038331294930561,30.483219777388257
150,1709.8,8814.1,1635.0,1615.1,1133.8,1113.8999999999999,25.762271564177254,4.052326286685408,29.570622229255605,4.052326286685408,29.570622229255605,4.052326286685408,29.570622229255605
151,1677.7,8355.0,1602.7,1583.0,1104.8,1085.1,25.665322106933754,4.0457481062860206,29.6302934312038,4.0457481062860206,29.6302934312038,4.0457481062860206,29.6302934312038
152,1657.4,8726.3,1582.7,1563.4,1086.6,1067.3,25.533014977562825,4.053066992735886,29.08057062025,4.053066992735886,29.08057062025,4.053066992735886,29.08057062025
153,1645.4,8851.699999999999,1569.0,1549.8,1074.4,1055.2,25.460985558962392,4.048525457375173,29.123087304134593,4.048525457375173,29.123087304134593,4.048525457375173,29.123087304134593
154,1629.1,8599.8,1554.7,1535.8,1061.8,1042.8999999999999,25.497401087996412,4.0426471393061645,28.92555005674714,4.0426471393061645,28.92555005674714,4.0426471393061645,28.92555005674714
155,1624.8,8908.199999999999,1549.6,1530.6,1057.4,1038.4,25.448154568524693,4.048730885713429,28.89893449604852,4.048730885713429,28.89893449604852,4.048730885713429,28.89893449604852
156,1611.1,9149.4,1535.4,1516.6000000000001,1044.5,1025.7,25.331277760037743,4.057171648527738,28.543761137711556,4.057171648527738,28.543761137711556,4.057171648527738,28.543761137711556
157,1600.5,8642.699999999999,1526.2,1507.5,1036.4,1017.7,25.474169291837303,4.05710631133666,28.43206568791011,4.05710631133666,28.43206568791011,4.05710631133666,28.43206568791011
158,1601.1,8663.699999999999,1525.1,1506.3,1036.0,1017.2,25.517578140682186,4.049573630065906,28.552039783346796,4.049573630065906,28.552039783346796,4.049573630065906,28.552039783346796
159,1599.1,8905.6,1523.2,1504.0,1034.2,1015.0,25.507755071863212,4.05714328877247,28.226015617416124,4.05714328877247,28.226015617416124,4.05714328877247,28.226015617416124
160,1584.1,8809.0,1510.1,1491.3,1022.6,1003.8000000000001,25.501142838576612,4.050866028880299,28.33964585193912,4.050866028880299,28.33964585193912,4.050866028880299,28.33964585193912
161,1577.8,8538.4,1504.2,1485.5,1017.1,998.4,25.47614046458346,4.058485777777681,28.044006747043113,4.058485777777681,28.044006747043113,4.058485777777681,28.044006747043113
162,1569.1,8709.199999999999,1493.2,1474.6000000000001,1008.0,989.4,25.50648704649774,4.0571060870723334,27.893608755768582,4.0571060870723334,27.893608755768582,4.0571060870723334,27.893608755768582
163,1559.2,8974.199999999999,1485.0,1466.6,1000.2,981.8000000000001,25.517452651606238,4.057809647231978,27.799333539899635,4.057809647231978,27.799333539899635,4.057809647231978,27.799333539899635
164,1555.4,8300.9,1481.7,1463.2,997.9,979.4,25.664855251476258,4.049271261137074,27.849179644397953,4.049271261137074,27.849179644397953,4.049271261137074,27.849179644397953
165,1603.9,8569.8,1527.8,1510.3,1021.9,1004.4,25.433646971948875,4.056634308726712,29.95560448609649,4.056634308726712,29.95560448609649,4.056634308726712,29.95560448609649
166,0.0,0.0,0.0,0.0,0.0,0.0,23.380012214093995,0.0,0.0,0.0,0.0,0.0,0.0
